Timestamp,Telescope RA,Telescope DEC,Ephemeris RA,Ephemeris DEC,RA Difference,DEC Difference
1651489274030.0002,160.6951822,24.35657238,160.69847527584707,24.356351973117246,11.855073049446219,-0.7934647779137549
1651489282590.0002,160.7216781,24.33513843,160.72537186608835,24.334499427131885,13.2975579180993,-2.3004103252176833
1651489291070.0002,160.7484315,24.31334983,160.75201280345846,24.312844206372798,12.89269245040714,-1.8202450579266838
1651489299489.0,160.7748587,24.291879,160.77845789328197,24.291337966370644,12.95709581504525,-1.9477210656859256
1651489307969.0,160.8035477,24.26850088,160.8050903596288,24.269669061606937,5.55357466366786,4.205453784967972
1651489317169.0,160.8305033,24.24674977,160.83397927937213,24.24615258401271,12.513525739655051,-2.149869554251893
1651489334429.0,160.8851569,24.20213096,160.8881639799982,24.20201185316042,10.82548799356573,-0.4287846224897862
1651489343149.0,160.9117385,24.18043924,160.91553222727796,24.17970052808578,13.65741820062567,-2.6593628911797396
1651489351529.0,160.9380088,24.15904382,160.9418291734275,24.15825231720622,13.75334433895432,-2.8494100576125447
1651489360060.0,160.9648123,24.13698889,160.96859575583522,24.13641076346867,13.620441006787587,-2.081255512788971
1651489368539.0,160.9916096,24.11518237,160.99519498306984,24.114695482835508,12.907379051398493,-1.7527937921698822
1651489377060.0,161.0179776,24.09381294,161.0219217553372,24.09286575063953,14.198959213899798,-3.4098816976936064
1651489393899.0,161.0713427,24.05010306,161.07472618949012,24.049706057943794,12.180562164428466,-1.4292074023458667
1651489402449.9998,161.09818,24.02822228,161.10153448926226,24.027778859055775,12.076161344100456,-1.5963153992132106
1651489410980.0,161.125106,24.00619657,161.12827274713354,24.00589859567584,11.400289680773312,-1.072707566972042
1651489419620.0,161.151553,23.98456728,161.155351540599,23.983729137111894,13.674746156425499,-3.017314397183668
1651489428099.0,161.1781783,23.96274318,161.18192156879292,23.96196590970281,13.475767654449555,-2.7981730698911633
1651489436569.0,161.2048523,23.94095896,161.20845927617034,23.940218981449444,12.985114213245197,-2.6639227819998723
1651489445069.0,161.2312292,23.91921104,161.23508684793615,23.918388196989536,13.887532570117855,-2.9622348376719287
1651489453499.0,161.2578424,23.89740378,161.26149105555854,23.896730440543767,13.135160010779146,-2.4240220424445624
1651489461950.0002,161.2847049,23.87535454,161.287956969861,23.875011982966523,11.707451499569288,-1.2332053205170723
1651489470560.0,161.3139498,23.85116383,161.31491664220204,23.85287796255611,3.4806319273684494,6.170877201995495
1651489488989.0,161.3687388,23.80613993,161.37260746781766,23.805478358121995,13.927204143612926,-2.381658760819505
1651489497480.0,161.3973934,23.78291755,161.39918153864818,23.78362861361195,6.4372991334494145,2.559829003014613
1651489506529.0,161.424377,23.76069525,161.42749748751646,23.76033548828317,11.233755059288342,-1.2951421805865948
1651489515140.0,161.4507556,23.73893438,161.45443857136416,23.738162651740687,13.258696910963863,-2.778221733525754
1651489523609.9998,161.4771308,23.71717737,161.4809344436197,23.7163460634517,13.693117030936719,-2.992703573890765
1651489532060.0,161.5058972,23.69340808,161.5073637395318,23.694574253100235,5.279542314497121,4.198223160842929
1651489541260.0,161.5322439,23.67193521,161.53613428419752,23.6708623881343,14.005383111066294,-3.8621587165252436
1651489549719.0,161.5591116,23.64959593,161.5625833747473,23.649053329021257,12.498389090319506,-1.9533635234765256
1651489558270.0002,161.5869027,23.62680219,161.5893160687428,23.62700023219331,8.688127474056273,0.7129518959203551
1651489567180.0,161.6132722,23.60491473,161.6171667626161,23.60401395829385,14.02042541794799,-3.242778142137581
1651489584009.0,161.6657992,23.56137795,161.6697584798116,23.560577668135757,14.253407321746181,-2.881014711277885
1651489592470.0002,161.6922151,23.53948673,161.69619373056423,23.53872945747641,14.323070031241514,-2.72618108492253
1651489600870.0002,161.7189169,23.51749642,161.72243448528286,23.51703211773494,12.663307018260639,-1.6714881542228
1651489609380.0,161.7453131,23.49565155,161.7490149044427,23.495043898120855,13.32649599371507,-2.187546764928072
1651489617929.0,161.7715942,23.47391557,161.77571312738638,23.472948073400808,14.828138590939943,-3.4829877570885515
1651489626260.0,161.7981765,23.45183042,161.801726685304,23.45140910513227,12.78066709437553,-1.5167335238260193
1651489634849.0,161.8248237,23.429966,161.8285418689589,23.42919629856955,13.385408252031539,-2.7709251496190745
1651489643279.0,161.851188,23.40802993,161.85485672779635,23.407387981801296,13.207420066817122,-2.3110135153388
1651489651829.0,161.8781166,23.3858351,161.88154221603392,23.385262435028174,12.332217722121186,-2.06159389857703
1651489660380.0,161.9059657,23.36287348,161.9082268455536,23.363127463408745,8.140123992973258,0.9143402714769877
1651489669359.0,161.9324153,23.34078523,161.93624283599559,23.33987722277856,13.779129584099792,-3.2688259971848765
1651489677779.0,161.9621923,23.31599507,161.9625106819927,23.318067615308436,1.1461751737670056,7.4611631103721265
1651489687340.0,161.9896861,23.29319263,161.99233345283207,23.293294547505436,9.530470195454654,0.36690301956952
1651489704649.0,162.0429152,23.2490294,162.04631132474447,23.24842429666807,12.226049080038592,-2.1783719949539204
1651489713129.9998,162.0690607,23.22721904,162.07275332271172,23.226428741063557,13.293441762209568,-2.845076171198002
1651489730009.9998,162.1219316,23.18315423,162.12537018896788,23.18263035716645,12.378920284322703,-1.8859422007821536
1651489738599.0,162.1487015,23.16081644,162.1521372267962,23.16033437370848,12.368616466415006,-1.7354386494773166
1651489747029.0,162.1749698,23.13901687,162.17840492944393,23.138444461910616,12.36646599809319,-2.0606691217778916
1651489755609.9998,162.201329,23.11710261,162.205139264066,23.11615566767329,13.716950637615355,-3.408992376155595
