Timestamp,Telescope RA,Telescope DEC,Ephemeris RA,Ephemeris DEC,RA Difference,DEC Difference
1646821318419.0,119.3611907,-10.48703234,119.36323520927614,-10.488282328123656,7.360233394126681,-4.499957245159436
1646821326969.9998,119.3895812,-10.45935328,119.39219068642572,-10.460052270733886,9.394151132613615,-2.516366641989265
1646821344320.0,119.4491092,-10.40137566,119.45091042608004,-10.402772021290904,6.484413888171048,-5.026900647256127
1646821352880.0,119.4774152,-10.3737299,119.47986582222669,-10.37451089990152,8.82224001608165,-2.811599645467311
1646821361369.9998,119.5071808,-10.34466682,119.5085744914229,-10.346480467419633,5.017289122457669,-6.529130710678288
1646821370169.0,119.5358898,-10.31653694,119.53831760169315,-10.317429415263561,8.740086095320976,-3.212910948817438
1646821378729.9998,119.5651906,-10.2880001,119.56724602904679,-10.28916374475904,7.399544568448846,-4.189121132547058
1646821396609.9998,119.625776,-10.22868538,119.62763193565183,-10.230128479519452,6.681368346596628,-5.195158270028344
1646821405349.0,119.65471,-10.20034863,119.65713019394497,-10.201273906035174,8.712698201895819,-3.3309937266260192
1646821413999.0,119.6865465,-10.169234,119.68631780217127,-10.172712827804427,-0.8233121834336998,-12.523780095937553
1646821423249.0,119.715284,-10.14119446,119.71751873802725,-10.142170242797661,8.045056898117764,-3.512818071582302
1646821431880.0,119.7461601,-10.11090585,119.746621275251,-10.11367118139041,1.6602309036159113,-9.95519300547727
1646821441009.9998,119.7742668,-10.08338015,119.77739539313114,-10.083524093217484,11.26293527209441,-0.5181955829428375
1646821449460.0,119.8031759,-10.0550799,119.80586742121552,-10.055622033430511,9.689476375888262,-1.951680349837659
1646821457860.0,119.83157,-10.02728428,119.83416142377757,-10.027884783622142,9.329125599265353,-2.1618130397101254
1646821466439.0,119.8640241,-9.995398858,119.86304854287455,-9.999556176555549,-3.512005651595018,-14.96634679997726
1646821475999.0,119.8926656,-9.967372419,119.89522720902728,-9.967987890128157,9.221792498215109,-2.2156960613642696
1646821484590.0002,119.9222723,-9.938206091,119.92413377750586,-9.93961907273473,6.701319021078689,-5.086734245031721
1646821493190.0002,119.9502057,-9.910909736,119.95306071542937,-9.911220276488713,10.278055545751386,-1.1179457593641473
1646821501550.0002,119.9787572,-9.882874561,119.98117089746471,-9.88361376550307,8.689310872932765,-2.6611362110514847
1646821510120.0,120.0074249,-9.854688704,120.00997749814303,-9.855313555999452,9.189353314894788,-2.2494671980226144
1646821518560.0,120.035975,-9.826644558,120.038337544008,-9.827442415568607,8.505158428829418,-2.8722872469842287
1646821527079.0,120.0642914,-9.798871492,120.06695341799156,-9.79931018350892,9.58326476959428,-1.579289432113029
1646821544099.0,120.1213428,-9.74266154,120.12409579781318,-9.743104563231928,9.910792127482182,-1.5948836349380713
1646821561080.0,120.1782338,-9.686618873,120.18106894644619,-9.687027009590595,10.20652720627595,-1.4692917261420746
1646821569550.0002,120.2064756,-9.658871455,120.20947248050936,-9.659055686026408,10.788769833686729,-0.6632316950678785
1646821577889.0,120.2349799,-9.630771556,120.23742746274527,-9.631516832729382,8.811225882988083,-2.682996225777856
1646821586509.0,120.2634661,-9.602776112,120.2663148109916,-9.603049858038652,10.255359569760003,-0.9854857391445648
1646821594980.0,120.2918384,-9.574700786,120.294693302964,-9.575074816157034,10.277650670411731,-1.3465085653258768
1646821603480.0,120.3236288,-9.54328913,120.32315946923316,-9.54700388435131,-1.6895907605999128,-13.373115664718682
1646821612840.0,120.3520078,-9.515206689,120.3544947760424,-9.516092709272613,8.953113752659192,-3.1896729814079094
1646821621409.9998,120.3839951,-9.483708815,120.38317526654684,-9.48779038705861,-2.9514004313909936,-14.693659410994542
1646821630149.0,120.4136061,-9.454588458,120.41241144483497,-9.458929851694261,-4.300758594081344,-15.62901729934083
1646821639579.0,120.4452018,-9.423267389,120.44394816887389,-9.427787200320036,-4.513072054027134,-16.271320752133533
1646821649259.0,120.4736718,-9.395258847,120.47630891364354,-9.395818838757654,9.493609116708512,-2.0159703275567153
1646821657789.0,120.5020371,-9.367242539,120.50481504441959,-9.367648313519569,10.000599910529218,-1.4607882704488873
1646821666310.0002,120.5310911,-9.338507137,120.53328166290781,-9.339507466867131,7.886026468128193,-3.6011875216694023
1646821674910.0002,120.55909,-9.310660699,120.56200265506897,-9.31110568785842,10.485558248285543,-1.6019598903149301
1646821683339.0,120.5876741,-9.282531679,120.59014327553699,-9.283268620319102,8.889031933154001,-2.6529887487690473
1646821691780.0,120.6158301,-9.254557146,120.61831475494178,-9.255391909406535,8.94475779041386,-3.005148263527957
1646821700360.0,120.6440924,-9.226772403,120.64694071719116,-9.227056143751792,10.2539418881463,-1.0214667064509797
1646821708799.0,120.6728287,-9.198228451,120.67508699970577,-9.199186043773322,8.129878940781055,-3.44733398395789
1646821717409.9998,120.7011345,-9.170073374,120.70379750387852,-9.170747926999516,9.586813962687302,-2.4283907982592723
1646821725950.0002,120.7292641,-9.142302145,120.73226187534706,-9.142544316571199,10.791991249448074,-0.8718176563135671
1646821734369.9998,120.7579552,-9.113688756,120.7603171237026,-9.114737051209211,8.502925329389655,-3.773862753158852
1646821742900.0,120.7852254,-9.086252778,120.78872963338799,-9.08656655443677,12.6152401967488,-1.1295951723695907
1646821751429.0,120.8144937,-9.057852798,120.81712951328038,-9.05839942033115,9.488927809360348,-1.9678403921403742
1646821759869.0,120.8433015,-9.029168713,120.84522390191792,-9.030526278336874,6.920646904524119,-4.8872352127425245
1646821768459.0,120.8718806,-9.000898798,120.87380827862879,-9.002157840770547,6.939643063640233,-4.5325539739700105
