Date-obs_corrected_midexp,RA,DEC
2022-03-03T10:43:25.139,86.62703324344632,5.616234422447956
2022-03-03T10:43:46.279,86.76542341160406,5.722036370813801
2022-03-03T10:45:02.420,86.72810937087017,5.881151094576582
2022-03-03T10:45:30.430,86.72458274678611,5.722943000323317
2022-03-03T10:46:33.870,87.16482262883683,5.5730037416864775
2022-03-03T10:46:33.870,87.11659760752389,5.767635701446128
2022-03-03T10:46:33.870,87.42140611509575,6.01758621459827
2022-03-03T10:46:43.099,87.3808376124964,5.587774514970732
2022-03-03T10:46:43.099,87.3190716119249,5.611440082079774
2022-03-03T10:46:43.099,87.4068562960172,5.8229707502272
2022-03-03T10:46:43.099,87.42156078291502,6.0176651154694145
2022-03-03T10:46:52.609,87.60432336428879,5.559876694045608
2022-03-03T10:46:52.609,87.36968320596459,5.595692539112161
2022-03-03T10:46:52.609,87.48003453651245,5.6025925131862735
2022-03-03T10:46:52.609,87.471420375137,5.619394898650616
2022-03-03T10:46:52.609,87.05137006621887,5.624403978264508
2022-03-03T10:46:52.609,87.31035961196858,5.624492721143386
2022-03-03T10:46:52.609,87.63197489916729,5.651418391330543
2022-03-03T10:46:52.609,87.02684524873914,5.657340155530792
2022-03-03T10:46:52.609,87.25434798941416,5.691730861169609
2022-03-03T10:46:52.609,87.18845448879415,5.693872229393184
2022-03-03T10:46:52.609,87.16233965948173,5.698272929589062
2022-03-03T10:46:52.609,86.96240628037742,5.709879820878274
2022-03-03T10:46:52.609,87.3671225191978,5.711899252465405
2022-03-03T10:46:52.609,87.20152430158639,5.715077578517449
2022-03-03T10:46:52.609,87.57952359052514,5.717605863730997
2022-03-03T10:46:52.609,87.56594731694113,5.718858369155349
2022-03-03T10:46:52.609,87.12798234509494,5.733025660259628
2022-03-03T10:46:52.609,87.54030897562336,5.792130217394941
2022-03-03T10:46:52.609,87.08671461669398,5.8154111025819315
2022-03-03T10:46:52.609,87.0764170959202,5.818961858864542
2022-03-03T10:46:52.609,87.18243393193553,5.820547834375634
2022-03-03T10:46:52.609,87.24377985119031,5.872201605697605
2022-03-03T10:46:52.609,87.00245588799542,5.879710406867504
2022-03-03T10:46:52.609,87.55181898091553,5.885262654199909
2022-03-03T10:46:52.609,87.42499470589557,5.8950131859922505
2022-03-03T10:46:52.609,87.17946274213297,5.900313801644283
2022-03-03T10:46:52.609,87.58897695109967,5.915374137848147
2022-03-03T10:46:52.609,87.56978753308483,5.929702930061327
2022-03-03T10:46:52.609,87.5182772096139,5.946241122113519
2022-03-03T10:46:52.609,87.61514942716677,5.954905078029134
2022-03-03T10:46:52.609,87.18986486703798,5.9791903213868425
2022-03-03T10:46:52.609,87.26388474208174,5.996468022368443
2022-03-03T10:46:52.609,87.46478766556845,6.010781719207807
2022-03-03T10:46:52.609,87.50527473450184,6.037203206893543
